*Code,Report Code,*Name,Reporting Name,*Type,*Tax Code,Description,Dashboard,Expense Claims,Enable Payments,Balance
22053,LIA.NCL,Loan - Summer Fitness Pty Ltd,,Current Liability,BAS Excluded,,No,No,No,
22054,LIA.NCL,Loan - Beneficiaries,,Current Liability,BAS Excluded,Closing Balance 30.6.16 - per Previous accountant TB,No,No,No,
22055,LIA.NCL,Loan - ATF Coop Pty Ltd,Loan - Coop Pty Ltd,Current Liability,BAS Excluded,,No,No,No,
22056,LIA.NCL,Loan - ATF Haberfield,Loan - Anytime Haberfield Pty Ltd,Current Liability,BAS Excluded,,No,No,No,
22057,LIA,Other Creditors,Other Creditors,Current Liability,BAS Excluded,,No,No,No,
22070,LIA.NCL,Loan - JudoBank,,Non-current Liability,BAS Excluded,,No,No,No,
22100,LIA.CUR,Wages Payable,,Current Liability,BAS Excluded,,No,No,Yes,
22150,LIA.CUR,Trade Creditors,,Current Liability,BAS Excluded,,No,No,No,
22160,LIA.CUR,Rent Deferred COVID,,Current Liability,BAS Excluded,,No,No,No,
22170,LIA.CUR,Premium Funding Insurance,,Current Liability,BAS Excluded,,No,No,No,
22171,LIA.CUR,Less: Unexpired Interest Premium Funding,,Current Liability,BAS Excluded,,No,No,No,
22500,LIA.CUR,Personal Trainer Security Bonds,,Current Liability,BAS Excluded,,No,No,No,
23000,LIA.CUR,GST Payable,GST Payable,GST,BAS Excluded,,No,No,No,
23001,LIA,GST Adjustments Required,,Current Liability,BAS Excluded,,No,No,No,
23150,LIA.CUR,June BAS Liability,June BAS GST Payable,Current Liability,BAS Excluded,,No,No,No,
23200,LIA.CUR,Superannuation Payable,,Current Liability,BAS Excluded,,No,No,No,
23300,LIA.CUR,PAYG Withholding Payable,,Current Liability,BAS Excluded,,No,No,No,
23400,LIA.CUR,ATO Integrated Client Account,,Current Liability,BAS Excluded,,No,No,No,
24150,LIA.NCL,Hire Purchase Liability,,Non-current Liability,BAS Excluded,,No,No,No,
24151,LIA.NCL,Less: Unexpired Interest,,Non-current Liability,BAS Excluded,,No,No,No,
24300,EQU,Opening Balance - SJ CLARKE ANYTIME TRUST,Opening Balance,Equity,BAS Excluded,,No,No,No,
24350,EQU,Opening Balance - DUKE UNIT TRUST,Opening Balance,Equity,BAS Excluded,,No,No,No,
24500,EQU,Distribution to SJ Clarke Anytime Trust,Share of Profit,Equity,BAS Excluded,,No,No,No,
24550,EQU,Distribution to Duke Unit Trust,Share of Profit,Equity,BAS Excluded,,No,No,No,
24600,EQU,Drawings - SJ CLARKE ANYTIME TRUST,Drawings,Equity,BAS Excluded,,No,No,No,
24650,EQU,Drawings - DUKE UNIT TRUST,Drawings,Equity,BAS Excluded,,No,No,No,
31001,EQU,Issued units,100 Ordinary Units Issued at $1 each,Equity,BAS Excluded,,No,No,No,
32000,EQU,Retained earnings,,Retained Earnings,BAS Excluded,,No,No,No,
32001,EQU,Distributions to Beneficiaries,,Equity,BAS Excluded,,No,No,No,
32002,EQU,Transfers to Beneficiary Loan Account,,Equity,BAS Excluded,,No,No,No,
41001,REV,Ongoing membership fees,,Revenue,GST on Income,,Yes,No,Yes,
41003,REV,Fees received in arrears,,Revenue,GST on Income,,Yes,No,No,
41100,REV,Personal trainers space,,Revenue,GST on Income,,Yes,No,No,
41200,REV,Vending Machine Income - Circumtec,,Revenue,GST on Income,,Yes,No,No,
41302,REV,E-Collect Debt Recovery Income,,Revenue,GST on Income,,Yes,No,No,
41400,REV,Other income,,Revenue,GST on Income,"Commision, Management, etc.",Yes,No,No,
42010,REV,Interest received,Interest Received,Revenue,BAS Excluded,,Yes,No,No,
42080,REV,Jobkeeper,,Other Income,BAS Excluded,,No,No,No,
42081,REV,Cash Flow Boost,ATO Cash Flow Boost,Other Income,BAS Excluded,,No,No,No,
42082,REV,GRANTS,NSW Government Grant/s,Other Income,GST Free Income,,Yes,No,No,
497,EXP,Bank Revaluations,,Bank Revaluations,BAS Excluded,,No,No,No,
498,EXP,Unrealised Currency Gains,,Unrealised Currency Gains,BAS Excluded,,No,No,No,
499,EXP,Realised Currency Gains,,Realised Currency Gains,BAS Excluded,,No,No,No,
51000,EXP,Supplements,,Expense,GST on Expenses,,No,No,No,
51001,EXP,Merchandise,,Expense,GST on Expenses,,No,No,No,
51005,EXP,Loss on Sale of Fixed Assets,,Expense,GST on Expenses,,No,No,No,
52000,EXP,Vending machine purchases,Vending Machine Purchases,Expense,GST on Expenses,,No,No,No,
52001,EXP,Eftpos & Circumtec Fees,,Expense,GST on Expenses,,No,No,No,
53000,EXP,Security Keys,FOB Security Keys,Expense,GST on Expenses,,No,No,No,
54000,EXP,Work Health Safety,,Expense,GST on Expenses,,No,No,No,
54001,EXP,Monthly Franchise Fee General,,Expense,GST on Expenses,,No,No,No,
54002,EXP,Anytime Health,,Expense,GST on Expenses,,No,No,No,
54003,EXP,24 hr Software Fee and Support,,Expense,GST on Expenses,,No,No,No,
54004,EXP,PaulTec Monthly Monitoring Fee,,Expense,GST on Expenses,,No,No,No,
54005,EXP,Website Maintenance Fee,,Expense,GST on Expenses,,No,No,No,
54006,EXP,HRA Fee,,Expense,GST on Expenses,,No,No,No,
54007,EXP,PIF Transfer,,Expense,GST on Expenses,,No,No,No,
54008,EXP,Under 18s Application/Renewal Fee,,Expense,GST on Expenses,,No,No,No,
54009,EXP,Gym Reservation System,,Expense,GST on Expenses,,No,No,No,
54011,EXP,Digital Access Passes,,Expense,GST on Expenses,,No,No,No,
55001,EXP,National Marketing,,Expense,GST on Expenses,,No,No,No,
55002,EXP,Local Area Marketing,,Expense,GST on Expenses,,No,No,No,
55003,EXP,Managers Marketing Budget,,Expense,GST on Expenses,,No,No,No,
55004,EXP,Clubwise - Campaign Manager Usage SMS,,Expense,GST on Expenses,,No,No,No,
55005,EXP,Printing,,Expense,GST on Expenses,,No,No,No,
56000,EXP,Monthly Clubwise Fee,,Expense,GST on Expenses,,No,No,No,
57001,EXP,Penalty Fees Auto,,Expense,GST on Expenses,,No,No,No,
57002,EXP,Commission direct debit (including GST),,Expense,GST on Expenses,,No,No,No,
57003,EXP,Commission Credit card,,Expense,GST on Expenses,,No,No,No,
57004,EXP,Clubwise CRM,,Expense,GST Free Expenses,,No,No,No,
58000,EXP,Management Fees,,Expense,GST on Expenses,,No,No,No,
59001,EXP,Rent,,Expense,GST on Expenses,,No,No,No,
59002,EXP,Outgoings,,Expense,GST on Expenses,,No,No,No,
59003,EXP,Water Rates,Rates & Taxes,Expense,GST Free Expenses,,No,No,No,
59004,EXP,Fire Services Expense,,Expense,GST on Expenses,,No,No,No,
59005,EXP,Gas,,Expense,GST on Expenses,,No,No,No,
60050,EXP,Accounting fees,Accountancy,Expense,GST on Expenses,,No,No,No,
60150,EXP,Bank charges,,Expense,GST Free Expenses,,No,No,No,
60155,EXP,Bank merchant fees,,Expense,GST on Expenses,,No,No,No,
60175,EXP,Bookkeeping fees,Bookkeeping Fees,Expense,GST on Expenses,,No,No,No,
60176,EXP,Xero,,Expense,GST on Expenses,,No,No,No,
60177,EXP,ASIC Fees,Filing Fees,Expense,BAS Excluded,,No,No,No,
60180,EXP,Borrowing expenses,Borrowing Expenses,Expense,BAS Excluded,,No,No,No,
60200,EXP,Cleaning & Services,Cleaning,Expense,GST on Expenses,,No,No,No,
60201,EXP,Quarterly Clean - Carpet and Tiles,,Expense,GST on Expenses,,No,No,No,
60202,EXP,Cleaning Products,,Expense,GST on Expenses,,No,No,No,
60300,EXP,Computer Services,,Expense,GST on Expenses,,No,No,No,
60301,EXP,Research & Training,,Expense,GST on Expenses,,No,No,No,
60310,EXP,Conference expenses,,Expense,GST on Expenses,Include staff trainings,No,No,No,
60325,EXP,Debt recovery fees - Ecollect,Debt Collection,Expense,BAS Excluded,,No,No,No,
60350,EXP,Depreciation,,Expense,BAS Excluded,,No,No,No,
60351,EXP,"Assets under $1,000 each",,Expense,GST on Expenses,,No,No,No,
60375,EXP,Donations,,Expense,BAS Excluded,,No,No,No,
60400,EXP,Consulting fees,,Expense,GST on Expenses,,No,No,No,
60450,EXP,Electricity,Electricity & Gas,Expense,GST on Expenses,,No,No,No,
60451,EXP,Council Rates,,Expense,GST Free Expenses,,No,No,No,
60550,EXP,Equipment hire,Hire of Plant & Equipment,Expense,GST on Expenses,,No,No,No,
60600,EXP,Minor GYM equipment purchases,,Expense,GST on Expenses,,No,No,No,
60625,EXP,Filing fees,Filing Fees,Expense,BAS Excluded,,No,No,No,
60630,EXP,Fines and Penalties,,Expense,BAS Excluded,,No,No,No,
60655,EXP,Franchise fees - Ausfit service fees,Clubwise Service Fees,Expense,GST on Expenses,,No,No,No,
60656,EXP,Debitsuccess Fees,,Expense,GST on Expenses,,No,No,No,
60660,EXP,Franchise fees - General,Anytime Ashfield Franchise Fees,Expense,GST on Expenses,,No,No,No,
60665,EXP,Franchise fees - Marketing contribution,Anytime Ashfield Advertising & Marketing,Expense,GST on Expenses,,No,No,No,
60700,EXP,Gym supplies,,Expense,GST on Expenses,,No,No,No,
60805,EXP,Insurance - General,Insurance,Expense,GST on Expenses,,No,No,No,
60810,EXP,Insurance - Workers compensation,,Expense,GST on Expenses,,No,No,No,
60815,EXP,Audit insurance,Audit insurance,Expense,GST on Expenses,,No,No,No,
60850,EXP,Interest & Fees- Bank Accounts,Bank Charges,Expense,GST Free Expenses,Bank charges - General,No,No,No,
60851,EXP,Interest - Hire Purchase,Hire Purchase Charges,Expense,BAS Excluded,,No,No,No,
60852,EXP,Interest - Loans,Interest Expenses,Expense,BAS Excluded,,No,No,No,
60853,EXP,Interest - ATO,,Expense,BAS Excluded,,No,No,No,
60854,EXP,Interest - Other,Interest - Insurance Funding,Expense,BAS Excluded,,No,No,No,
60856,EXP,Eftpos - Fees,,Expense,GST on Expenses,previously Merchant fees,No,No,No,
60900,EXP,Legal Fees,,Expense,GST on Expenses,,No,No,No,
60930,EXP,Land Tax,,Expense,BAS Excluded,,No,No,No,
60950,EXP,Marketing costs - ALL,,Expense,GST on Expenses,,No,No,No,
60974,EXP,PT Training,,Expense,GST on Expenses,,No,No,No,
60975,EXP,PT Expense,Personal Trainers Fees,Expense,GST on Expenses,,No,No,No,
60976,EXP,PT Uniforms,,Expense,GST on Expenses,,No,No,No,
60977,EXP,8 Week Challenge Expenses,,Expense,GST on Expenses,,No,No,No,
61000,EXP,Motor vehicle expenses - Fuel,,Expense,GST on Expenses,,No,No,No,
61005,EXP,Motor vehicle expenses - R&M,,Expense,GST on Expenses,,No,No,No,
61010,EXP,Motor vehicle expenses - Rego and Insurance,,Expense,GST on Expenses,,No,No,No,
61050,EXP,Postage,,Expense,GST on Expenses,,No,No,No,
61100,EXP,Stationery,,Expense,GST on Expenses,,No,No,No,
61200,EXP,Equipment Repairs,Repairs & Maintenance,Expense,GST on Expenses,,No,No,No,
61201,EXP,Plumbing,,Expense,GST on Expenses,,No,No,No,
61202,EXP,Electrician,,Expense,GST on Expenses,,No,No,No,
61203,EXP,Maintenance,,Expense,GST on Expenses,,No,No,No,
61206,EXP,Defib and First Aid Kit,,Expense,GST on Expenses,,No,No,No,
61240,EXP,Labour - Subcontractors,,Expense,GST on Expenses,,No,No,No,
61250,EXP,Wages - Fortnightly,,Expense,BAS Excluded,,No,No,No,
61251,EXP,Wages - Commissions,,Expense,BAS Excluded,,No,No,No,
61252,EXP,Voucher Commissions,,Expense,BAS Excluded,,No,No,No,
61275,EXP,Security Cost - ALL,,Expense,GST on Expenses,,No,No,No,
61300,EXP,Staff Amenities,Staff Training,Expense,GST on Expenses,,No,No,No,
61350,EXP,Office expense,,Expense,GST on Expenses,,No,No,No,
61400,EXP,Subscription - All,,Expense,GST on Expenses,,No,No,No,
61401,EXP,Rewardle,,Expense,GST on Expenses,,No,No,No,
61402,EXP,Plant Hire,,Expense,GST on Expenses,,No,No,No,
61403,EXP,Enviro-lcs,,Expense,GST on Expenses,,No,No,No,
61404,EXP,Well Beats,,Expense,GST on Expenses,,No,No,No,
61405,EXP,Music - All,,Expense,GST on Expenses,,No,No,No,
61408,EXP,Aircondition Servicing,,Expense,GST on Expenses,,No,No,No,
61409,EXP,Sanitary Bins,,Expense,GST on Expenses,,No,No,No,
61450,EXP,Superannuation,,Expense,BAS Excluded,,No,No,No,
61460,EXP,Tolls and Parking,,Expense,GST on Expenses,,No,No,No,
61500,EXP,Telephone and internet,Telephone and Internet,Expense,GST on Expenses,,No,No,No,
61550,EXP,Travel & accomodation - Domestic,,Expense,GST on Expenses,,No,No,No,
61600,EXP,Uniforms,,Expense,GST on Expenses,,No,No,No,
61700,EXP,Sundry Expenses,,Expense,GST on Expenses,,No,No,No,
61800,EXP,Bad Debts,,Expense,GST on Expenses,,No,No,No,
61900,EXP,Member Refunds,,Expense,GST on Expenses,,No,No,No,
62000,EXP,Directors Meeting and Expenses,,Expense,GST on Expenses,,No,No,No,
63000,EXP,Distribution to Beneficiaries -SJ Clarke Anytime Trust,SJ Clarke Anytime Trust,Expense,BAS Excluded,,No,No,No,
63001,EXP,Distribution to Beneficiaries - Duke Unit Trust,Duke Unit Trust,Expense,GST on Expenses,,No,No,No,
800,LIA.CUR,Accounts Payable,Trade Creditors,Accounts Payable,BAS Excluded,Outstanding invoices the company has received from suppliers but has not yet paid at balance date,No,No,No,
800 A,LIA,Accounts Payable - Adjustment,,Current Liability,BAS Excluded,,No,No,No,
801,LIA.CUR,Unpaid Expense Claims,,Unpaid Expense Claims,BAS Excluded,Expense claims typically made by employees/shareholder employees still outstanding.,No,No,No,
840,LIA.CUR,Historical Adjustment,,Historical,BAS Excluded,For accountant adjustments,No,No,No,
860,LIA.CUR,Rounding,,Rounding,BAS Excluded,An adjustment entry to allow for rounding,No,No,No,
877,LIA.CUR,Tracking Transfers,,Tracking,BAS Excluded,Transfers between tracking categories,No,No,No,
9-9998,ASS,SUSPENSE BALANCE SHEET,,Current Asset,BAS Excluded,,No,No,No,
99999,ASS.NCA,SUSPENSE,,Non-Current Asset,BAS Excluded,ITEMS TO BE ALLOCATED,No,No,No,
PAY AU,ASS,PAY AU Clearing Account,,Bank,BAS Excluded,,No,No,No,
