*Code,Report Code,*Name,Reporting Name,*Type,*Tax Code,Description,Dashboard,Expense Claims,Enable Payments,Balance
369,EXP.FBT,Fringe Benefits Tax,,Expense,BAS Excluded,Overhead Expenses,No,Yes,No,
370,EXP,Fuel & Oil,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
372,EXP,General Expenses,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
381,EXP.INS,Insurance,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
382,EXP,Workers Compensation Insurance,,Expense,GST on Expenses,,No,No,No,
383,EXP.INT,Interest Paid,,Expense,BAS Excluded,Overhead Expenses,No,Yes,No,
386,EXP.INV,Distribution Costs,,Expense,GST on Expenses,,No,No,No,
389,EXP.PRO,Legal Costs,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
400,EXP.VEH,Motor Vehicle Expenses,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
406,EXP,Payroll Tax,,Expense,BAS Excluded,Overhead Expenses,No,Yes,No,
407,EXP,Licensing Fees,,Expense,BAS Excluded,Overhead Expenses,No,Yes,No,
408,EXP,Aspire 2025 - Bali,,Expense,GST on Expenses,,No,No,No,
410,EXP,BDM Aspire 2025,,Expense,GST on Expenses,,No,No,No,
411,EXP,Postage & Shipping,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
414,EXP,Printing & Stationery,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
426,EXP,Rent Expense - Woonona,,Expense,GST on Expenses,,No,No,No,
427,EXP.OCC,Rent,,Expense,GST on Expenses,Overhead Expenses,No,No,No,
428,EXP.REP,Repairs & Maintenance,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
429,EXP,Recharge to Advantage Property Marketing Pty Ltd,,Expense,GST on Expenses,,No,No,No,
433,EXP.EMP.WAG,Salaries & Wages,,Expense,BAS Excluded,Overhead Expenses,No,Yes,No,
434,EXP,Salaries & Wages (Allowances),,Expense,BAS Excluded,,No,No,No,
435,EXP,Salaries & Wages (Commissions),,Expense,BAS Excluded,,No,No,No,
436,EXP,Salaries & Wages (Bonuses),,Expense,BAS Excluded,,No,No,No,
447,EXP,Staff Entertainment,,Expense,GST on Expenses,Team nights,No,No,Yes,
448,EXP,Staff Training & Welfare,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
453,EXP,Office Expenses,,Expense,GST on Expenses,General expenses related to the running of the business office.,Yes,Yes,No,
454,EXP,Subscriptions,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
455,EXP,Sundry Expenses,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
458,EXP.EMP.SUP,Superannuation Contributions,,Expense,BAS Excluded,Overhead Expenses,No,Yes,No,
459,EXP,Signboard,,Expense,GST on Expenses,,No,No,No,
460,EXP.UTI,Telephone & Internet,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
465,EXP.TRA,Travel - Domestic,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
466,EXP,Travel - International,,Expense,GST Free Expenses,,No,No,No,
470,EXP.EMP.WAG,Wages,,Expense,BAS Excluded,Overhead Expenses,No,No,No,
471,EXP,Assets Written Off,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
472,EXP,Client Gifts,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
473,EXP,Computer Expenses,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
474,EXP,Filing Fees,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
475,EXP,Recruitment Fees,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
476,EXP,Referral Fees,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
477,EXP,Staff Amenities,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
478,EXP,Staff / Employee Gift <$300,,Expense,GST on Expenses,"Flowers or gifts given to staff (anniversary, birthday etc)",No,No,No,
479,EXP,Property Management Services,,Expense,GST on Expenses,,No,No,No,
481,EXP.INC,"Underprovision (Overprovision) for Income Tax, Last Year",,Expense,BAS Excluded,Appropriation & Provision Accounts,No,No,No,
482,EQU.RET.DIV,Dividend Paid,,Equity,BAS Excluded,Appropriation & Provision Accounts,No,No,No,
497,EXP,Bank Revaluations,,Bank Revaluations,BAS Excluded,Bank account revaluations due for foreign exchange rate changes,No,No,No,
499,EXP,Website Development,,Expense,GST on Expenses,Overhead Expenses,No,Yes,No,
500,EXP,Re-brand 2023,,Expense,GST on Expenses,,No,No,No,
500.1,EXP.COS,Rebrand 2025,,Expense,GST on Expenses,,No,No,No,
507,EXP,Stripe Fees (no GST),,Expense,GST Free Expenses,,No,No,No,
599,EXP.INC,Income Tax Expense,,Expense,BAS Excluded,Appropriation & Provision Accounts,No,No,No,
601,EQU.SHA.ORD,Share Capital - Ordinary Shares,Ordinary Shares,Equity,BAS Excluded,SE - Share Capital,No,No,No,
602,EQU.SHA,Share Capital - "G" Class Shares,"G" Class Shares,Equity,BAS Excluded,,No,No,No,
640,ASS.CUR.CAS.FLO,Cash on Hand,,Current Asset,BAS Excluded,CA - Cash,No,No,No,
642,ASS.CUR.REC,Bank Guarantee,,Current Asset,BAS Excluded,CA - Cash,No,No,No,
660,ASS.CUR.REC,Trade Debtors QB,,Current Asset,BAS Excluded,CA - Receivables,No,No,No,
662,ASS.CUR.REC.ADA,Trade Debtors,,Accounts Receivable,BAS Excluded,"Xero system account, no manual journals allowed. Outstanding invoices the company has issued out to the client but has not yet received in cash at balance date.",No,No,No,
663,ASS.CUR.REC.ADA,Trade Debtors Q,Less Provision for Doubtful Debts,Current Asset,BAS Excluded,CA - Receivables,No,No,No,
664,ASS.CUR.REL,Loan to M & M Holdings (Woonona),,Current Asset,BAS Excluded,expenses for new Woonona office,No,No,No,
669,ASS.CUR.REL,Loan to MM South,Loan - Escarpment Property Sales Pty Ltd,Current Asset,GST on Expenses,Bills paid to set up new office,No,No,No,
670,ASS.CUR.REL,Loan - Escarpment Property Sales Pty Ltd,,Current Asset,BAS Excluded,,No,No,No,
671,ASS,Loan to Trust Account - Molenaar Pavilion PM Trust,,Current Asset,BAS Excluded,Transfer to Pavilion PM Trust to cover deficit pending MMJ funds release,Yes,No,No,
680,ASS.CUR.CAS.BAN,Macquarie Bank Marketing #4760,,Current Asset,BAS Excluded,CA - Cash,No,No,No,
681,ASS.CUR.CAS.BAN,Macquarie Bank GST #4778,,Current Asset,BAS Excluded,CA - Cash,No,No,No,
682,ASS.CUR.CAS.BAN,Macquarie Bank Tax #4786,,Current Asset,BAS Excluded,CA - Cash,No,No,No,
683,ASS.CUR.CAS.BAN,Westpac Business One #550,,Current Asset,BAS Excluded,CA - Cash,No,No,No,
684,ASS.CUR.CAS.BAN,Westpac Visa,,Current Liability,BAS Excluded,CA - Cash,No,No,No,
685,ASS.CUR.CAS,Macquarie Bank Sales #4745,,Current Asset,BAS Excluded,,No,No,No,
690,ASS,Savings,,Current Asset,BAS Excluded,,No,No,No,
691,ASS.CUR.REC,Trust Distributions,,Current Asset,BAS Excluded,,No,No,No,
692,LIA.CUR.REL,Loan - Advantage Property Marketing Pty Ltd,,Current Liability,BAS Excluded,CA Receivables (Loan Accounts),No,No,No,
693,ASS.CUR.REL,Loan - Molenaar & McNeice Holdings Unit Trust,,Current Asset,BAS Excluded,,No,No,No,
69300,ASS.CUR.REL,Loan - Trever Molenaar 2021,,Current Asset,BAS Excluded,CA Receivables (Loan Accounts),No,No,No,
69301,ASS.CUR.REL,Loan - Trever Molenaar 2022,,Current Asset,BAS Excluded,,No,No,No,
69302,ASS.CUR.REL,Loan - Trever Molenaar 2023,,Current Asset,BAS Excluded,,No,No,No,
69303,ASS.CUR.REL,Loan - Trever Molenaar 2024,,Current Asset,BAS Excluded,,No,No,No,
69304,ASS.CUR.REL,Loan - Trever Molenaar 2025,,Current Asset,BAS Excluded,,No,No,No,
69305,ASS.CUR.REL,Loan - Trever Molenaar 2026,,Current Asset,BAS Excluded,,No,No,No,
69400,ASS.CUR.REL,Loan - Troy McNeice 2021,,Current Asset,BAS Excluded,CA Receivables (Loan Accounts),No,No,No,
69401,ASS.CUR.REL,Loan - Troy McNeice 2022,,Current Asset,BAS Excluded,,No,No,No,
69402,ASS.CUR.REL,Loan - Troy McNeice 2023,,Current Asset,BAS Excluded,,No,No,No,
69403,ASS.CUR.REL,Loan - Troy McNeice 2024,,Current Asset,BAS Excluded,,No,No,No,
69404,ASS.CUR.REL,Loan - Troy McNeice 2025,,Current Asset,BAS Excluded,,No,No,No,
69405,ASS.CUR.REL,Loan - Troy McNeice 2026,,Current Asset,BAS Excluded,,No,No,No,
695,LIA,Loan - Sublime Property Sales Pty Ltd,,Current Liability,BAS Excluded,CA Receivables (Loan Accounts),No,No,No,
696,LIA.CUR.REL,Loan - Pavilion Property Management Unit Trust 2024,,Current Asset,BAS Excluded,,No,No,No,
696 1,ASS,Loan,,Current Asset,BAS Excluded,,No,No,No,
697,LIA,Loan - TMTM Holdings Pty Ltd,,Current Liability,BAS Excluded,,No,No,No,
698,ASS,Loan to Pavilion,,Current Asset,BAS Excluded,,No,No,No,
699,LIA.CUR.REL,Provision for Sale of Shares,,Current Liability,BAS Excluded,,No,No,No,
738,ASS.NCA.FIX.BUC,Leasehold Improvements,,Fixed Asset,GST on Expenses,"NCA - Property, Plant & Equipment",No,No,No,
739,ASS.NCA.FIX.BUC.ACC,Less : Accumulated Depreciation on Leasehold Improvements,Less : Accumulated Depreciation on Leasehold Improvements,Fixed Asset,BAS Excluded,"NCA - Property, Plant & Equipment",No,No,No,
740,ASS.NCA.FIX.BUC,Buildings - at cost,,Fixed Asset,GST on Expenses,"NCA - Property, Plant & Equipment",No,No,No,
741,ASS.NCA.FIX.BUC.ACC,Less : Accumulated Depreciation on Buildings,Less : Accumulated Depreciation on Buildings,Fixed Asset,BAS Excluded,"NCA - Property, Plant & Equipment",No,No,No,
746,ASS.NCA.FIX,Office Furniture & Equipment,,Fixed Asset,GST on Capital (10%),"NCA - Property, Plant & Equipment",No,No,No,
747,ASS.NCA.FIX,Less : Accumulated Depreciation on Office Furniture & Equipment,Less : Accumulated Depreciation on Office Furniture & Equipment,Fixed Asset,BAS Excluded,"NCA - Property, Plant & Equipment",No,No,No,
750,ASS.NCA.FIX.PLA,Website,,Fixed Asset,GST on Expenses,,No,No,No,
751,ASS.NCA.FIX.PLA.ACC,Less : Accumulated Depreciation on Website,Less : Accumulated Depreciation on Website,Fixed Asset,GST on Expenses,,No,No,No,
801,LIA.CUR.PAY.EMP,Unpaid Expense Claims,,Unpaid Expense Claims,BAS Excluded,Expense claims typically made by employees/shareholder employees still outstanding.,No,No,No,
804,LIA.CUR.PAY.EMP,Wages Payable - Payroll,,Current Liability,BAS Excluded,Xero automatically updates this account for payroll entries created using Payroll and will store the payroll amount to be paid to the employee for the pay run. This account enables you to maintain separate accounts for employee Wages Payable amounts and Accounts Payable amounts,Yes,No,No,
805,LIA.CUR.TAX.GST,Superannuation Payable,,Current Liability,BAS Excluded,CL - Accounts Payable And Other Financial Liabilities,Yes,No,No,
806,LIA.CUR.TAX.INC.WTP,PAYGW Payable,,Current Liability,BAS Excluded,CL - Accounts Payable And Other Financial Liabilities,No,No,No,
807,LIA.CUR.UDL.1,Payroll Tax Payable,,Current Liability,BAS Excluded,CL - Accounts Payable And Other Financial Liabilities,No,No,No,
840,LIA.CUR,Historical Adjustment,,Historical,BAS Excluded,For accountant adjustments,No,No,No,
850,LIA.NCL.REL,Internal Loan - PM,,Non-current Liability,GST on Expenses,,No,No,Yes,
852,LIA.NCL.REL,Internal Loan - TMTM Holdings,,Non-current Liability,GST on Expenses,,No,No,No,
855,LIA.NCL.REL,Internal Loan - Sublime,,Non-current Liability,GST on Expenses,,No,No,Yes,
856,LIA.NCL.REL,Internal Loan - Escarpment,,Non-current Liability,GST on Expenses,,No,No,Yes,
860,LIA.NCL.REL,Internal Loan - Advantage,,Non-current Liability,GST on Expenses,,No,No,Yes,
882,LIA.CUR.PAY,Sundry Creditors,,Current Liability,BAS Excluded,CL - Accounts Payable And Other Financial Liabilities,No,No,No,
883,LIA.CUR.PAY.TRA,Trade Creditors,,Accounts Payable,BAS Excluded,"Xero system account, no manual journals allowed. Outstanding invoices the company has received from suppliers but has not yet paid at balance date",No,No,No,
883 01,LIA.CUR.PAY,Trade Creditor,,Current Liability,BAS Excluded,,No,No,No,
892,LIA.CUR.TAX.GST,GST Account,,GST,BAS Excluded,Tax Accounts,No,No,No,
893,LIA.CUR.TAX,Other Taxes,,Current Liability,BAS Excluded,Tax Accounts,No,No,No,
896,LIA.CUR.TAX,ATO - ICA,,Current Liability,BAS Excluded,Tax Accounts,No,No,No,
9011,EXP,Stripe Fees,,Expense,GST on Expenses,Stripe Fees,No,No,No,
904,LIA.CUR.TAX.INC,Provision for Income Tax,,Current Liability,BAS Excluded,CL - Provisions,No,No,No,
960,EQU.RET,Retained Earnings,,Retained Earnings,BAS Excluded,Do not Use,No,No,No,
967,LIA.CUR,Tracking Transfers,,Tracking,BAS Excluded,Transfers between tracking categories,No,No,No,
968,LIA.CUR,Rounding,,Rounding,BAS Excluded,An adjustment entry to allow for rounding,No,No,No,
969,ASS.CUR.REC,SUSPENSE ACCOUNT (Balance Sheet),SUSPENSE ACCOUNT,Current Asset,BAS Excluded,NCL - Other,No,No,No,
